id,dataset_id,title,decision,h1_avg_rating,year,scores,si_score,si_significance,si_rigor,si_novelty,si_clarity
ed31c946-0476-4f10-bc59-02160471b4ab,iclr-fairness,Collapsed Language Models Promote Fairness,Poster,6.75,2025,"[6.0, 8.0, 5.0, 8.0]",6.5,7,6,7,7
edf640ac-a0ba-46aa-b3eb-38fccbd7a37b,iclr-fairness,Fairness Metric Impossibility: Investigating and Addressing Conflicts,Reject,4.75,2024,"[5.0, 3.0, 5.0, 6.0]",5.5,7,5,4,7
ee8915d3-def6-4f08-85a6-0fc017713dd9,iclr-fairness,A case for data valuation transparency via DValCards,Reject,4.25,2025,"[3.0, 6.0, 5.0, 3.0]",5.5,6,5,5,7
f42fdc8c-c47c-40f4-8579-4d7f5c83a0fc,iclr-fairness,Networked Inequality: Preferential Attachment Bias in Graph Neural Network Link Prediction,Reject,6.0,2024,"[6.0, 8.0, 5.0, 5.0]",7.2,8,6.5,8,7.5
f79b0f00-c506-4842-841f-44e0578de4be,iclr-fairness,Fairness Feedback Loops: Training on Synthetic Data Amplifies Bias,Reject,3.0,2024,"[3.0, 3.0, 3.0, 3.0]",5.5,7,5,6,7
00be6f04-df5a-47ee-9f32-f6303056b5f5,iclr-llm,CHASE-SQL: Multi-Path Reasoning and Preference Optimized Candidate Selection in Text-to-SQL,Poster,6.25,2025,"[6.0, 6.0, 8.0, 5.0]",7.2,7,7,6,8
0129f032-6b55-4cfa-a456-005ed563ca1f,iclr-llm,CheckEmbed: Effective Verification of LLM Solutions to Open-Ended Tasks,Reject,3.0,2025,"[3.0, 3.0, 3.0, 3.0]",5.5,6,5,4,7
065a569f-2fbf-4894-adfa-db068fcb1bff,iclr-llm,Addax: Utilizing Zeroth-Order Gradients to Improve Memory Efficiency and Performance of SGD for Fine-Tuning Language Models,Poster,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",7.3,8,7,7,8
066e5936-b6ba-4830-b7c3-b5c64a00075a,iclr-llm,Human-Instruction-Free LLM Self-Alignment with Limited Samples,Reject,4.0,2025,"[3.0, 5.0, 5.0, 3.0]",4.2,5,3,4,6
08568d15-8d86-4359-b0f2-b7f282e21b2e,iclr-llm,Unified Human-Scene Interaction via Prompted Chain-of-Contacts,Spotlight,7.25,2024,"[6.0, 8.0, 5.0, 10.0]",7.3,8,6,8,8
09a9e24a-db14-4ddc-9934-ffaf41156cb5,iclr-llm,FreqKV: Frequency Domain Key-Value Compression for Efficient Context Window Extension,Reject,5.8,2025,"[5.0, 5.0, 5.0, 8.0, 6.0]",6.3,7,6,6,7
0a5ab59b-a195-4685-a2d5-94a7b7ad9feb,iclr-llm,Extracting and Transferring Abilities For Building Multi-lingual Ability-enhanced Large Language Models,Withdrawn,5.5,2025,"[3.0, 5.0, 8.0, 6.0]",5.8,7,5,6,6
0ac253c2-b226-414e-a855-21538fbc7be2,iclr-llm,Understanding Layer Significance in LLM Alignment,Withdrawn,4.4,2025,"[6.0, 3.0, 3.0, 5.0, 5.0]",6.0,6,6,5,7
1133cd2a-2b14-4dd5-90ca-d179e40f4e7e,iclr-llm,Topic and Description Reasoning Generation based on User-Contributed Comments,Reject,2.0,2025,"[1.0, 3.0, 1.0, 3.0]",3.0,3,2,2,4
1bde20c2-e7ec-4fc8-a6ab-db2465760e28,iclr-llm,Fine-tuning with Reserved Majority for Noise Reduction,Spotlight,7.5,2025,"[8.0, 8.0, 8.0, 6.0]",6.8,7,7,6,8
22e4bd65-550a-4abe-9917-05b034a4fdf0,iclr-llm,Unlearning or Obfuscating? Jogging the Memory of Unlearned LLMs via Benign Relearning,Poster,6.75,2025,"[6.0, 8.0, 5.0, 8.0]",7.8,9,8,7,8
234a63fc-758c-4ea5-a200-445da9aaba75,iclr-llm,Disco-Bench: A Context-Aware Evaluation Benchmark for Language Modelling,Reject,4.25,2024,"[6.0, 3.0, 5.0, 3.0]",6.0,7,5,5,5
25e0d95b-f14e-4d0f-a12c-1b2b916f5f6b,iclr-llm,DoLa: Decoding by Contrasting Layers Improves Factuality in Large Language Models,Poster,7.25,2024,"[8.0, 5.0, 8.0, 8.0]",7.8,8,7,8,8
260e5e67-680c-42ec-8101-f8e27292cb13,iclr-llm,SocREval: LLMs with the Socratic Method for Reference-free Reasoning Evaluation,Withdrawn,4.0,2024,"[3.0, 5.0, 3.0, 5.0]",5.2,6,5,4,7
277ec5e3-e58d-46b9-ab88-e6f37e7f595f,iclr-llm,Project MPG: towards a generalized performance quotient for LLM intelligence,Reject,1.5,2025,"[3.0, 1.0, 1.0, 1.0]",3.2,4,2,3,4
3121839e-1576-4f3b-ba27-015e303c700b,iclr-llm,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,Withdrawn,5.25,2024,"[8.0, 3.0, 5.0, 5.0]",5.4,6,5,4,7
3398d121-803a-4ec0-b5e1-abe7a80a5b3e,iclr-llm,FCoReBench: Can Large Language Models Solve Challenging First-Order Combinatorial Reasoning Problems?,Reject,3.5,2025,"[3.0, 3.0, 5.0, 3.0]",7.3,7,8,7,8
3470fb64-64e5-4411-99f1-9a45159e04d0,iclr-llm,In-batch Ensemble Drafting: Toward Fast and Robust Speculative Decoding for Multimodal Language Models,Withdrawn,3.5,2025,"[5.0, 3.0, 3.0, 3.0]",5.8,6,5,6,7
38681e3d-c625-4690-8e0c-46380a6a404d,iclr-llm,NEXTLOCLLM: NEXT LOCATION PREDICTION USING LLMS,Desk Rejected,5.25,2025,"[5.0, 6.0, 5.0, 5.0]",5.5,6,5,5,7
3df49918-8c5a-488a-8c83-70b6ba19c683,iclr-llm,LLM-Rec: Personalized Recommendation via Prompting Large Language Models,Withdrawn,3.75,2024,"[3.0, 3.0, 3.0, 6.0]",4.8,5,4,4,7
3ea23682-b21d-4a42-812e-73ca3d269117,iclr-llm,Uncertainty Quantification in Retrieval Augmented Question Answering,Reject,4.8,2025,"[5.0, 5.0, 3.0, 6.0, 5.0]",6.0,6,5,6,7
418379c5-95f9-4a85-b2f7-5eac86345fa7,iclr-llm,Demystifying Embedding Spaces using Large Language Models,Poster,6.75,2024,"[5.0, 8.0, 6.0, 8.0]",7.2,8,6,7,8
4ced28b3-429e-4d24-b0da-bf8cdb38e763,iclr-llm,IntelLLM: Little Hints Make a Big Difference for LLM KV Cache Compression,Withdrawn,3.0,2025,"[3.0, 3.0, 3.0, 3.0, 3.0]",4.2,5,3,4,5
4f3cb605-2f64-4ac6-a298-05ef212c956b,iclr-llm,Generate-then-Test: Automated Test Case Generation for WebAssembly Using Large Language Models,Reject,3.0,2025,"[3.0, 3.0, 3.0, 3.0]",4.5,5,3,5,6
506a8e92-4eed-4bac-81e0-c6b741c20696,iclr-llm,A Data-Centric Approach for Financial Large Language Models with Abductive Augmentation Reasoning,Withdrawn,3.5,2024,"[3.0, 5.0, 3.0, 3.0]",4.2,5,3,4,5
51755273-490a-43b0-a737-decf05123a8a,iclr-llm,BigDocs: An Open Dataset for Training Multimodal Models on Document and Code Tasks,Poster,5.75,2025,"[5.0, 5.0, 8.0, 5.0]",7.5,8,7.5,6.5,8
53f532c6-fe53-430b-acd9-512f12bb60c9,iclr-llm,Reprompting: Automated Chain-of-Thought Prompt Inference Through Gibbs Sampling,Reject,5.4,2024,"[6.0, 5.0, 5.0, 6.0, 5.0]",6.2,7,5,7,7
554e0a2f-7c76-4891-ba5c-9262b361da40,iclr-llm,PASER: Post-Training Data Selection for Efficient Pruned Large Language Model Recovery,Reject,5.0,2025,"[5.0, 5.0, 5.0, 5.0]",7.0,7,8,6,7
5564399d-a131-4fcf-b71b-e757640c6579,iclr-llm,A Novel Soft Alignment Approach for Language Models with Explicit Listwise Rewards,Withdrawn,2.5,2025,"[3.0, 3.0, 3.0, 1.0]",4.5,5,3,5,6
5d108f2c-9bc0-472b-826f-f7288f7a3636,iclr-llm,Mini-batch Coresets for Memory-efficient Language Model Training on Data Mixtures,Poster,6.75,2025,"[8.0, 5.0, 8.0, 6.0]",7.1,7,7,7,8
612956c2-309a-45f1-9a57-31c6ec16d72f,iclr-llm,Lookers-On See Most of the Game: An External Insight-Guided Method for Enhancing Uncertainty Estimation,Withdrawn,3.0,2025,"[3.0, 3.0, 3.0, 3.0, 3.0]",4.0,4,3,4,6
64d66404-7dc8-4aa4-96cd-128fa8a3a305,iclr-llm,Cut Your Losses in Large-Vocabulary Language Models,Oral,8.5,2025,"[10.0, 6.0, 8.0, 10.0]",8.2,9,8,6.5,9
731577a4-252a-434d-afe7-c00167356e66,iclr-llm,OptiBench: Benchmarking Large Language Models in Optimization Modeling with Equivalence-Detection Evaluation,Withdrawn,5.0,2025,"[3.0, 6.0, 6.0, 5.0]",6.8,7,6,7,7
75caf6c0-8aec-4d0e-8ff8-54c83fd6650f,iclr-llm,Self-controller: Controlling LLMs with Multi-round Step-by-step Self-awareness,Withdrawn,3.5,2025,"[3.0, 5.0, 3.0, 3.0]",3.5,3,3,3,5
75d929d4-7c93-4fb5-b022-d9e00123f3b3,iclr-llm,Towards LLM4Floorplan: Agents Can Do What Engineers Do in Chip Design,Withdrawn,4.0,2025,"[3.0, 3.0, 5.0, 5.0]",5.5,5,5,6,7
771a9ee4-52c0-41c9-a9b6-1272470388f7,iclr-llm,At Which Training Stage Does Code Data Help LLMs Reasoning?,Spotlight,7.25,2024,"[5.0, 8.0, 8.0, 8.0]",5.5,6,5,5,7
7964315b-e5d3-47d7-9d31-4f200b18d33b,iclr-llm,LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models,Oral,7.0,2024,"[6.0, 8.0, 8.0, 6.0]",7.2,8,7,6,8
7ddda336-cf65-4039-9b44-6c6e8addf1c8,iclr-llm,Polyrating: A Cost-Effective and Bias-Aware Rating System for LLM Evaluation,Poster,6.5,2025,"[6.0, 6.0, 8.0, 6.0]",7.3,7,8,6,8
86bc95c8-cee8-4b6b-b936-91fa4207b6f6,iclr-llm,LLM-Exp: Exploring the Policy in Reinforcement Learning with Large Language Models,Reject,3.5,2025,"[5.0, 3.0, 3.0, 3.0]",3.5,3,2,4,6
870564fb-4629-4e77-98eb-8eb8a5539cf1,iclr-llm,NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models,Spotlight,7.5,2025,"[8.0, 8.0, 6.0, 8.0]",6.8,7,7,5,8
87dcd7f2-348a-4f87-a34a-dfe49a733cd8,iclr-llm,Context-Driven Missing Data Imputation via Large Language Model,Reject,4.0,2025,"[5.0, 3.0, 3.0, 5.0]",6.3,6,7,6,7
90183a5c-afb8-43a2-987d-1f44f30fa122,iclr-llm,Retentive Network: A Successor to Transformer for Large Language Models,Reject,4.75,2024,"[6.0, 5.0, 5.0, 3.0]",6.5,7,5.5,7,8
91ff8442-06d8-4b3e-844d-97ab8adbac00,iclr-llm,TorchTitan: One-stop PyTorch native solution for production ready LLM pretraining,Poster,6.5,2025,"[5.0, 6.0, 6.0, 6.0, 6.0, 10.0]",6.5,7,6,5,8
94cf515a-86ec-43a4-a988-fad723b3f15a,iclr-llm,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,Withdrawn,5.25,2025,"[3.0, 6.0, 6.0, 6.0]",6.5,7,5.5,7,7
9947f5df-04f6-4619-8f7d-aef8de7b0489,iclr-llm,Understanding Synthetic Context Extension via Retrieval Heads,Reject,5.75,2025,"[6.0, 6.0, 5.0, 6.0]",6.8,7,7,6,8
9a6b07ae-0363-429a-aea0-befea1f9edf6,iclr-llm,Knowledge Graph Tuning: Real-time Large Language Model Personalization based on Human Feedback,Reject,4.2,2025,"[6.0, 5.0, 1.0, 3.0, 6.0]",5.5,6,4,6,7
9b34ae3f-12fa-4dd6-b32f-8a46ee909260,iclr-llm,Human Simulacra: Benchmarking the Personification of Large Language Models,Poster,5.6,2025,"[8.0, 3.0, 6.0, 5.0, 6.0]",5.5,6,5,6,7
9e7f08ed-f099-4b70-a25e-58f139f8ff11,iclr-llm,ProtChatGPT: Towards Understanding Proteins with Large Language Models,Withdrawn,5.0,2024,"[3.0, 6.0, 5.0, 6.0]",3.5,4,2,2,5
9f1674a4-1d1a-422d-a821-0adef05993b6,iclr-llm,Self-play with Execution Feedback: Improving Instruction-following Capabilities of Large Language Models,Spotlight,7.2,2025,"[6.0, 8.0, 8.0, 8.0, 6.0]",7.8,8,8,7.5,8
a48bbca0-e426-40c9-870d-df7f9746aef7,iclr-llm,BooookScore: A systematic exploration of book-length summarization in the era of LLMs,Oral,8.5,2024,"[8.0, 8.0, 10.0, 8.0]",7.0,7,8,6,8
a8443c82-104c-4f16-be15-bfe4210a2c94,iclr-llm,"Large Content And Behavior Models To Understand, Simulate, And Optimize Content And Behavior",Spotlight,7.25,2024,"[6.0, 8.0, 5.0, 10.0]",5.5,7,4,6,7
a893698b-a2eb-49e0-b73e-03cc280975f8,iclr-llm,Optimizing Large Language Models with Automatic Speech Recognition for Medication Corpus in Low-Resource Healthcare Settings.,Reject,2.0,2025,"[1.0, 1.0, 5.0, 1.0]",2.0,3,1,2,2
b2685de6-7268-41ab-bc69-8fef0e8b6bc8,iclr-llm,Sparse Rewards Can Self-Train Dialogue Agents,Reject,4.75,2025,"[5.0, 3.0, 6.0, 5.0]",5.8,6,5,5,7
b6588251-1ebb-4e0b-a9ad-474b09e70119,iclr-llm,Correlating instruction-tuning (in multimodal models) with vision-language processing (in the brain),Poster,7.0,2025,"[8.0, 6.0, 6.0, 8.0]",5.5,5,6,5,7
c70b00f4-df5e-4c54-8a98-093be54e652f,iclr-llm,BALCONI: BALancing CONtext  and Internal Knowledge For Training Flexible LLMs,Reject,5.25,2025,"[6.0, 3.0, 6.0, 6.0]",5.5,6,5.5,4.5,7
ca36a4aa-fe94-4305-9b8f-37d377dc67e7,iclr-llm,A Realistic Threat Model for Large Language Model Jailbreaks,Reject,5.25,2025,"[5.0, 5.0, 3.0, 8.0]",8.2,9,8,7,9
cd379618-7a6e-41e3-a461-161b6569a335,iclr-llm,"Compress, Then Prompt: Improving Accuracy-Efficiency Trade-off of LLM Inference with Transferable Prompt",Reject,5.75,2024,"[8.0, 5.0, 5.0, 5.0]",5.5,6,5,7,7
d0ac5c53-0c32-4b62-a50e-77bdc5e0df95,iclr-llm,BatchPrompt: Accomplish more with less,Poster,6.25,2024,"[6.0, 5.0, 8.0, 6.0]",5.5,5,5,4,7
d3487e01-7c63-4373-8bec-0fa5bbb53600,iclr-llm,Modeling Real-Time Interactive Conversations as Timed Diarized Transcripts,Reject,5.25,2025,"[8.0, 5.0, 5.0, 3.0]",6.0,7,4,8,8
d785629e-9271-477c-9903-dc05c422541a,iclr-llm,Tool Decoding: A Plug-and-Play Approach to Enhancing Language Models for Tool Usage,Withdrawn,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",5.8,6,5,5,7
d7f07165-639f-4ef2-8b91-27e2fdf60ab3,iclr-llm,Hypothesis- and Structure-based prompting for medical and business diagnosis,Reject,2.5,2024,"[3.0, 3.0, 1.0, 3.0]",4.0,5,3,5,6
db288ccf-6cfa-43bf-8f61-e42b6fefa9bb,iclr-llm,UOE: Unlearning One Expert is Enough for Mixture-of-Experts LLMs,Reject,5.25,2025,"[6.0, 5.0, 5.0, 5.0]",7.3,8,7,8,8
df85ac1c-f22e-4449-8b9c-e8bb8acae1e7,iclr-llm,AutoCode4Math: Learning Autonomous Code Integration for Math LLMs,Reject,6.0,2025,"[8.0, 6.0, 5.0, 5.0]",7.2,7,7,8,8
e1697b9a-7270-4e39-9be5-8aae12a45bcd,iclr-llm,AlphaEdit: Null-Space Constrained Knowledge Editing for Language Models,Oral,8.0,2025,"[8.0, 8.0, 8.0, 8.0]",7.8,8,8,7,8
e2eeacc4-d167-494e-b40c-ea138c14d4f5,iclr-llm,"Do as We Do, Not as You Think: the Conformity of Large Language Models",Oral,7.5,2025,"[8.0, 8.0, 8.0, 6.0]",6.5,7,6,6,8
e39344ea-fd57-4971-9fa0-1c340d861911,iclr-llm,PreCoT: Problem Representation Enhances Reasoning in Large Language Models,Reject,4.75,2024,"[3.0, 3.0, 5.0, 8.0]",4.5,5,4,5,7
e564dadf-c3ee-4fc2-8018-5f4c9fb42662,iclr-llm,Meta- (out-of-context) learning in neural networks,Reject,5.25,2024,"[6.0, 5.0, 5.0, 5.0]",7.2,8,7,8,8
e6117b89-2562-4553-b5b7-ce23e0a80b29,iclr-llm,INCLUDE: Evaluating Multilingual Language Understanding with Regional Knowledge,Spotlight,7.25,2025,"[8.0, 5.0, 8.0, 8.0]",7.5,8,7,7,8
eacad9be-c2e6-4fa7-9b2f-9aedd160bb89,iclr-llm,CAKE: Cascading and Adaptive KV Cache Eviction with Layer Preferences,Poster,7.0,2025,"[6.0, 6.0, 10.0, 6.0]",7.2,7,8,6,8
ec7396f3-0108-4773-b264-729950d4ffc4,iclr-llm,Turning Up the Heat: Min-p Sampling for Creative and Coherent LLM Outputs,Oral,8.5,2025,"[8.0, 10.0, 10.0, 6.0]",5.8,6,5,5,7
ecc18466-3760-4d82-9b40-d6ff199e72cf,iclr-llm,Leveraging Submodule Linearity Enhances Task Arithmetic Performance in LLMs,Poster,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",6.3,6,6,6.5,7.5
f03330c3-c6c0-4e3e-968a-f1ee0d6258c0,iclr-llm,Exploring the Limitations of Graph-based Logical Reasoning in Large Language Models,Withdrawn,2.5,2024,"[3.0, 1.0, 3.0, 3.0]",3.5,5,2,3,4
f4050786-671a-428f-8014-4457f27f2e3c,iclr-llm,Textbooks Are All You Need,Reject,6.0,2024,"[5.0, 8.0, 5.0, 6.0, 6.0, 6.0]",7.5,9,6,8,8
0e601a81-30d2-4fea-be47-f08608e9c51f,iclr-molecules,MF-LAL: Drug Compound Generation Using Multi-Fidelity Latent Space Active Learning,Reject,5.2,2025,"[5.0, 5.0, 8.0, 3.0, 5.0]",6.5,7,5,7,7
1a7cbeda-ac57-466d-8bac-120fd89a68bc,iclr-molecules,Chemistry-Inspired Diffusion with Non-Differentiable Guidance,Poster,6.0,2025,"[5.0, 6.0, 5.0, 8.0]",7.3,8,7,7,8
1d326eea-b4f5-4a93-8854-e8457f0c188f,iclr-molecules,MV-CLAM: Multi-View Molecular Interpretation with Cross-Modal Projection via Language Model,Reject,4.0,2025,"[3.0, 5.0, 5.0, 3.0]",6.0,6,6,5,7
1fc71a6f-735c-4733-b578-49032d62e0d3,iclr-molecules,SDDBench: A Benchmark for Synthesizable Drug Design,Reject,4.0,2025,"[3.0, 5.0, 5.0, 3.0]",5.5,7,4,5,7
203337ed-5c27-4c5a-b30e-9a816f60767f,iclr-molecules,RetroBridge: Modeling Retrosynthesis with Markov Bridges,Spotlight,7.0,2024,"[6.0, 8.0, 6.0, 8.0]",8.0,8,8,8,8
210d06f9-9ec9-4f3d-8e36-742524252e7a,iclr-molecules,Enhancing Sample Efficiency in Black-box Combinatorial Optimization via Symmetric Replay Training,Reject,6.0,2024,"[6.0, 5.0, 5.0, 8.0]",6.8,7,7,6,7
22fe9912-749d-4010-ab33-54f7034baa9a,iclr-molecules,Protein-Ligand Interaction Prior for Binding-aware 3D Molecule Diffusion Models,Poster,6.25,2024,"[6.0, 8.0, 5.0, 6.0]",7.8,8,7,8,8
2602da79-8f30-4a19-82cc-5dc42596ddaf,iclr-molecules,Cometh: A continuous-time discrete-state graph diffusion model,Reject,4.0,2025,"[5.0, 3.0, 3.0, 5.0]",6.8,7,7,6,8
31698403-15b9-4a4c-8b0f-5edace92d149,iclr-molecules,SynthFormer: Equivariant Pharmacophore-based Generation of Molecules for Ligand-Based Drug Design,Reject,3.5,2025,"[3.0, 5.0, 3.0, 3.0]",4.5,6,3,7,6
34c4d4fc-1279-4142-a66d-5cd35d61b095,iclr-molecules,LDMol: Text-to-Molecule Diffusion Model with Structurally Informative Latent Space,Reject,5.25,2025,"[6.0, 5.0, 5.0, 5.0]",7.3,8,7,7,8
350b925e-df2c-4a33-ba38-41d39a973dcc,iclr-molecules,Accelerating 3D Molecule Generation via Jointly Geometric Optimal Transport,Poster,6.0,2025,"[6.0, 6.0, 6.0, 6.0]",7.2,7,7,7,8
362439dd-3ebd-4a06-920f-77fd64dfe945,iclr-molecules,Towards scientific discovery with dictionary learning: Extracting biological concepts from microscopy foundation models,Reject,5.6,2025,"[8.0, 5.0, 5.0, 5.0, 5.0]",6.5,7,6,5,7
3ac2704f-c27b-474f-8269-853ffa40d05a,iclr-molecules,Small Molecule Optimization with Large Language Models,Reject,5.75,2025,"[5.0, 6.0, 6.0, 6.0]",7.3,8,7,6,8
3b9cbe20-b9ee-453d-865b-87016ecf9811,iclr-molecules,Antibody DomainBed: Out-of-Distribution Generalization in Therapeutic Protein Design,Reject,5.5,2024,"[6.0, 6.0, 5.0, 5.0]",5.0,5,5,4,7
424c0edc-3ad7-4976-a151-9e1b1b8dac95,iclr-molecules,Mining Patents with Large Language Models Demonstrates Congruence of Functional Labels and Chemical Structures,Reject,5.5,2024,"[5.0, 6.0, 8.0, 3.0]",6.3,6,5,7,7
49684764-22d9-430f-839d-94e05123db07,iclr-molecules,Lift Your Molecules: Molecular Graph Generation in Latent Euclidean Space,Poster,6.5,2025,"[6.0, 8.0, 6.0, 6.0]",7.5,8,7,8,7.5
4ab668bf-4f28-44b4-a85b-3c8db16d753f,iclr-molecules,Pharmacophore-based design by learning on voxel grids,Reject,3.5,2025,"[3.0, 5.0, 3.0, 3.0]",5.5,6,5,4,7
4b5f0b97-1841-4b88-9b3e-cf604b34f697,iclr-molecules,Unified Generative Modeling of 3D Molecules with Bayesian Flow Networks,Oral,8.0,2024,"[8.0, 8.0, 8.0, 8.0]",7.2,7,7.5,7,8
50263ebe-b459-4a25-8172-512648a1fd69,iclr-molecules,UniMoT: Unified Molecule-Text Language Model with Discrete Token Representation,Reject,4.75,2025,"[5.0, 5.0, 6.0, 3.0]",7.1,7,6.5,7,8
53bf9cd5-9d77-4c5b-80d9-7b9bdcd7f9ca,iclr-molecules,Graph neural processes and their application to molecular functions,Reject,4.75,2024,"[5.0, 5.0, 6.0, 3.0]",5.5,6,6,5,7
71c4e7dc-5adb-4d9d-80f7-54f8b259c0ce,iclr-molecules,Saturn: Sample-efficient Generative Molecular Design using Memory Manipulation,Reject,5.0,2025,"[6.0, 6.0, 5.0, 5.0, 3.0]",7.2,7,8,6,8
7d30a9bc-6f09-4898-9118-b1025d3fb66b,iclr-molecules,DeFoG: Defogging Discrete Flow Matching for Graph Generation,Reject,5.0,2025,"[5.0, 6.0, 6.0, 3.0]",7.5,7,8,6,8
7d441867-0449-4bfa-a79a-1cb4823d8ae6,iclr-molecules,Self-supervised Pocket Pretraining via Protein Fragment-Surroundings Alignment,Poster,6.0,2024,"[6.0, 6.0, 6.0, 6.0]",7.8,8,7.5,8.5,8
7f78a3a1-2d03-4391-91d5-de9bd7e82711,iclr-molecules,EquiPocket: an E(3)-Equivariant Geometric Graph Neural Network for Ligand Binding Site Prediction,Reject,5.5,2024,"[6.0, 5.0, 6.0, 5.0]",6.3,6,6,6,7
81eec227-3a88-49af-aac8-7f4f1f537178,iclr-molecules,Can LLMs Generate Diverse Molecules? Towards Alignment with Structural Diversity,Reject,4.25,2025,"[3.0, 3.0, 8.0, 3.0]",6.4,7,6,6,7
884fcd58-ca15-4530-84a9-b1bacb0fb557,iclr-molecules,Geometric Representation Condition Improves Equivariant Molecule Generation,Reject,5.4,2025,"[6.0, 5.0, 5.0, 3.0, 8.0]",7.4,8,7,6.5,8
96454abb-083a-44bc-8f47-cd10efa2375a,iclr-molecules,Domain-Agnostic Molecular Generation with Chemical Feedback,Poster,7.0,2024,"[6.0, 8.0, 6.0, 8.0]",6.8,7,7,6,7
a21ee1ee-031f-4fd5-847c-1aa7b42875ec,iclr-molecules,MolStitch: Offline Multi-Objective Molecular Optimization with Molecular Stitching,Reject,4.8,2025,"[6.0, 3.0, 6.0, 6.0, 3.0]",6.5,7,7,6,7
a294d258-3332-49db-9e59-7178895e46bd,iclr-molecules,ProtComposer: Compositional Protein Structure Generation with 3D Ellipsoids,Oral,8.0,2025,"[8.0, 8.0, 8.0, 8.0]",7.2,7,7,8,8
a5f09929-7476-4e37-aa6b-4cbeb1b87925,iclr-molecules,Removing Biases from Molecular Representations via Information Maximization,Poster,6.5,2024,"[6.0, 6.0, 8.0, 6.0]",7.8,8,8,7,8
a9f490bc-9507-4f33-9b10-552df2c33920,iclr-molecules,Learning Molecular Representation in a Cell,Poster,5.75,2025,"[6.0, 8.0, 6.0, 3.0]",7.4,8,7,7,8
aa75e18e-8eb9-489d-842d-8573965c1202,iclr-molecules,DiffSim: Aligning Diffusion Model and Molecular Dynamics Simulation for Accurate Blind Docking,Reject,3.5,2024,"[3.0, 3.0, 5.0, 3.0]",5.8,7,5,6,6
aebfa11a-1d2d-4ca1-b216-c808df52c09a,iclr-molecules,Efficient Fine-Tuning of Single-Cell Foundation Models Enables Zero-Shot Molecular Perturbation Prediction,Reject,5.8,2025,"[6.0, 8.0, 6.0, 3.0, 6.0]",6.5,7,6,6,8
b77148d8-89d3-4420-91b1-659d252fae4c,iclr-molecules,Uncovering the Spectrum of Graph Generative Models: From One-Shot to Sequential,Reject,4.8,2024,"[5.0, 3.0, 6.0, 5.0, 5.0]",7.3,7.5,7.5,8,7.5
bbb12b81-1e74-4457-956d-b84341344659,iclr-molecules,BioBridge: Bridging Biomedical Foundation Models via Knowledge Graphs,Poster,7.0,2024,"[8.0, 6.0, 6.0, 8.0]",6.8,7,6,7,8
c09718da-d98c-4198-a67c-e295b13beef2,iclr-molecules,E(3)-equivariant models cannot learn chirality: Field-based molecular generation,Poster,6.75,2025,"[8.0, 6.0, 8.0, 5.0]",7.5,8,7.5,7.5,7.5
c559b547-a149-4fef-ac62-fd4353ab5833,iclr-molecules,Hierarchical Graph Latent Diffusion Model for Molecule Generation,Reject,5.25,2024,"[5.0, 8.0, 3.0, 5.0]",5.5,5,5,5,7
cd1072f6-81df-426b-ac41-f511bdaf4830,iclr-molecules,Beam Enumeration: Probabilistic Explainability For Sample Efficient Self-conditioned Molecular Design,Poster,6.75,2024,"[8.0, 8.0, 8.0, 3.0]",7.2,8,7,7,8
d1b4ddd6-4296-4bbc-a31a-67195340810d,iclr-molecules,CheapNet: Cross-attention on Hierarchical representations for Efficient protein-ligand binding Affinity Prediction,Poster,6.0,2025,"[5.0, 8.0, 5.0, 6.0, 6.0]",6.8,7,8,5.5,7.5
d2f447b2-c9da-43f9-a1b4-a1fcdeeb0d3e,iclr-molecules,Form follows Function: Text-to-Text Conditional Graph Generation based on Functional Requirements,Reject,4.5,2024,"[5.0, 3.0, 5.0, 5.0]",5.5,6,5,7,7
d7d750db-3fbd-41d2-93df-6473062aedfa,iclr-molecules,Plug-And-Play Controllable Graph Generation With Diffusion Models,Reject,5.75,2024,"[5.0, 6.0, 6.0, 6.0]",6.8,7,6,7,8
e92a8547-e141-4507-bf35-ca1b21c6477d,iclr-molecules,Steering 3D Molecule Generation in Data-Sparse Regions via Distributional Physical Priors,Reject,5.25,2025,"[6.0, 6.0, 3.0, 6.0]",7.2,7,7,8,7
ee524f48-8813-4db0-9b76-72ade671ffd1,iclr-molecules,Molecule Generation by Heterophilious Triple Flows,Reject,4.75,2024,"[5.0, 5.0, 3.0, 6.0]",4.5,4,4,6.5,6
f03170af-c08e-4d8a-93fd-f75b69cd6ad2,iclr-molecules,RapidDock: Unlocking Proteome-scale Molecular Docking,Reject,4.25,2025,"[6.0, 3.0, 5.0, 3.0]",6.0,7,5.5,6,7.5
f60833f8-deda-4a0f-9c35-b7aeba8e3801,iclr-molecules,Active Probabilistic Drug Discovery,Reject,2.5,2024,"[3.0, 3.0, 3.0, 1.0]",4.5,5,3,5,6
